produto,estado,semana,preco_modelo,preco_baseline,mae_modelo_estado,mae_baseline_estado
ETANOL,MT,2026-08-03/2026-08-09,3.776301466849763,3.77,0.0478191532444996,0.0377083333333333
ETANOL,MT,2026-08-10/2026-08-16,3.780443030460874,3.77,0.0478191532444996,0.0377083333333333
ETANOL,MT,2026-08-17/2026-08-23,3.7843451736294615,3.77,0.0478191532444996,0.0377083333333333
ETANOL,MT,2026-08-24/2026-08-30,3.7881211554852765,3.77,0.0478191532444996,0.0377083333333333
ETANOL,PA,2026-08-03/2026-08-09,4.991141919420993,4.99,0.0477385726094315,0.0416666666666665
ETANOL,PA,2026-08-10/2026-08-16,4.995633320728187,4.99,0.0477385726094315,0.0416666666666665
ETANOL,PA,2026-08-17/2026-08-23,5.0000884702840045,4.99,0.0477385726094315,0.0416666666666665
ETANOL,PA,2026-08-24/2026-08-30,5.004560872928188,4.99,0.0477385726094315,0.0416666666666665
ETANOL,PB,2026-08-03/2026-08-09,4.791258404664515,4.79,0.0314000586070085,0.0199999999999999
ETANOL,PB,2026-08-10/2026-08-16,4.7923502881407325,4.79,0.0314000586070085,0.0199999999999999
ETANOL,PB,2026-08-17/2026-08-23,4.79344217161695,4.79,0.0314000586070085,0.0199999999999999
ETANOL,PB,2026-08-24/2026-08-30,4.794534055093167,4.79,0.0314000586070085,0.0199999999999999
ETANOL,PE,2026-08-03/2026-08-09,5.06399468429922,5.06,0.0713919619209221,0.0624999999999999
ETANOL,PE,2026-08-10/2026-08-16,5.071184685667902,5.06,0.0713919619209221,0.0624999999999999
ETANOL,PE,2026-08-17/2026-08-23,5.076011258602882,5.06,0.0713919619209221,0.0624999999999999
ETANOL,PE,2026-08-24/2026-08-30,5.07990996587628,5.06,0.0713919619209221,0.0624999999999999
ETANOL,PI,2026-08-03/2026-08-09,4.99253714696926,4.99,0.0431104344900777,0.0310416666666667
ETANOL,PI,2026-08-10/2026-08-16,4.99507429393852,4.99,0.0431104344900777,0.0310416666666667
ETANOL,PI,2026-08-17/2026-08-23,4.9976114409077805,4.99,0.0431104344900777,0.0310416666666667
ETANOL,PI,2026-08-24/2026-08-30,5.000148587877041,4.99,0.0431104344900777,0.0310416666666667
ETANOL,PR,2026-08-03/2026-08-09,4.002564205606378,3.99,0.056009056688968,0.0470833333333333
ETANOL,PR,2026-08-10/2026-08-16,4.012547948619436,3.99,0.056009056688968,0.0470833333333333
ETANOL,PR,2026-08-17/2026-08-23,4.020158681801172,3.99,0.056009056688968,0.0470833333333333
ETANOL,PR,2026-08-24/2026-08-30,4.027849230748004,3.99,0.056009056688968,0.0470833333333333
ETANOL,RJ,2026-08-03/2026-08-09,4.791848380802862,4.79,0.0554102409029715,0.0490624999999999
ETANOL,RJ,2026-08-10/2026-08-16,4.793631328238782,4.79,0.0554102409029715,0.0490624999999999
ETANOL,RJ,2026-08-17/2026-08-23,4.795414275674703,4.79,0.0554102409029715,0.0490624999999999
ETANOL,RJ,2026-08-24/2026-08-30,4.796839760836986,4.79,0.0554102409029715,0.0490624999999999
ETANOL,RN,2026-08-03/2026-08-09,5.462551121145525,5.47,0.1329177246897101,0.1229166666666667
ETANOL,RN,2026-08-10/2026-08-16,5.457345356067831,5.47,0.1329177246897101,0.1229166666666667
ETANOL,RN,2026-08-17/2026-08-23,5.451755319622206,5.47,0.1329177246897101,0.1229166666666667
ETANOL,RN,2026-08-24/2026-08-30,5.448028924988675,5.47,0.1329177246897101,0.1229166666666667
ETANOL,RO,2026-08-03/2026-08-09,5.359489399696645,5.38,0.0386849724985998,0.0337499999999999
ETANOL,RO,2026-08-10/2026-08-16,5.353172327982063,5.38,0.0386849724985998,0.0337499999999999
ETANOL,RO,2026-08-17/2026-08-23,5.345951805096394,5.38,0.0386849724985998,0.0337499999999999
ETANOL,RO,2026-08-24/2026-08-30,5.340522387286823,5.38,0.0386849724985998,0.0337499999999999
ETANOL,RR,2026-08-03/2026-08-09,5.407058885918191,5.41,0.0203831717144757,0.0129166666666666
ETANOL,RR,2026-08-10/2026-08-16,5.403449400566817,5.41,0.0203831717144757,0.0129166666666666
ETANOL,RR,2026-08-17/2026-08-23,5.399839915215443,5.41,0.0203831717144757,0.0129166666666666
ETANOL,RR,2026-08-24/2026-08-30,5.399347755173427,5.41,0.0203831717144757,0.0129166666666666
ETANOL,RS,2026-08-03/2026-08-09,4.782678355636882,4.779999999999999,0.0350959876885748,0.0252083333333333
ETANOL,RS,2026-08-10/2026-08-16,4.785356711273765,4.779999999999999,0.0350959876885748,0.0252083333333333
ETANOL,RS,2026-08-17/2026-08-23,4.787544601887812,4.779999999999999,0.0350959876885748,0.0252083333333333
ETANOL,RS,2026-08-24/2026-08-30,4.788960215563646,4.779999999999999,0.0350959876885748,0.0252083333333333
ETANOL,SC,2026-08-03/2026-08-09,4.593391545390594,4.59,0.0279543770598696,0.0214583333333333
ETANOL,SC,2026-08-10/2026-08-16,4.595640214124512,4.59,0.0279543770598696,0.0214583333333333
ETANOL,SC,2026-08-17/2026-08-23,4.596706065603369,4.59,0.0279543770598696,0.0214583333333333
ETANOL,SC,2026-08-24/2026-08-30,4.597771917082226,4.59,0.0279543770598696,0.0214583333333333
ETANOL,SE,2026-08-03/2026-08-09,5.364390091165145,5.369999999999999,0.0329125267229518,0.0276041666666666
ETANOL,SE,2026-08-10/2026-08-16,5.354313313462848,5.369999999999999,0.0329125267229518,0.0276041666666666
ETANOL,SE,2026-08-17/2026-08-23,5.345022854086123,5.369999999999999,0.0329125267229518,0.0276041666666666
ETANOL,SE,2026-08-24/2026-08-30,5.33929285870654,5.369999999999999,0.0329125267229518,0.0276041666666666
ETANOL,SP,2026-08-03/2026-08-09,3.6975695671325646,3.69,0.0443165087363282,0.0364583333333333
ETANOL,SP,2026-08-10/2026-08-16,3.70493723940111,3.69,0.0443165087363282,0.0364583333333333
ETANOL,SP,2026-08-17/2026-08-23,3.7117293125741946,3.69,0.0443165087363282,0.0364583333333333
ETANOL,SP,2026-08-24/2026-08-30,3.718384161441911,3.69,0.0443165087363282,0.0364583333333333
ETANOL,TO,2026-08-03/2026-08-09,4.996369903793116,4.99,0.0723334463409007,0.0669791666666665
ETANOL,TO,2026-08-10/2026-08-16,5.0022827033688,4.99,0.0723334463409007,0.0669791666666665
ETANOL,TO,2026-08-17/2026-08-23,5.00557389147188,4.99,0.0723334463409007,0.0669791666666665
ETANOL,TO,2026-08-24/2026-08-30,5.008991277569456,4.99,0.0723334463409007,0.0669791666666665
DIESEL,AC,2026-08-03/2026-08-09,7.7240702805272035,7.720000000000001,0.1802465166302559,0.1789583333333333
DIESEL,AC,2026-08-10/2026-08-16,7.731785332847148,7.720000000000001,0.1802465166302559,0.1789583333333333
DIESEL,AC,2026-08-17/2026-08-23,7.8594909098159516,7.720000000000001,0.1802465166302559,0.1789583333333333
DIESEL,AC,2026-08-24/2026-08-30,7.8896181963679,7.720000000000001,0.1802465166302559,0.1789583333333333
DIESEL,AL,2026-08-03/2026-08-09,7.2327745630397615,7.29,0.2269781514357659,0.2145833333333332
DIESEL,AL,2026-08-10/2026-08-16,7.183761787630414,7.29,0.2269781514357659,0.2145833333333332
DIESEL,AL,2026-08-17/2026-08-23,7.145604779484776,7.29,0.2269781514357659,0.2145833333333332
DIESEL,AL,2026-08-24/2026-08-30,7.124838885150702,7.29,0.2269781514357659,0.2145833333333332
DIESEL,AM,2026-08-03/2026-08-09,6.9762079635295215,6.99,0.0916590484299702,0.0512499999999999
DIESEL,AM,2026-08-10/2026-08-16,6.966041530338195,6.99,0.0916590484299702,0.0512499999999999
DIESEL,AM,2026-08-17/2026-08-23,6.95550313766689,6.99,0.0916590484299702,0.0512499999999999
DIESEL,AM,2026-08-24/2026-08-30,6.947526534415697,6.99,0.0916590484299702,0.0512499999999999
DIESEL,AP,2026-08-03/2026-08-09,6.479175481079622,6.48,0.090073980104511,0.0252083333333333
DIESEL,AP,2026-08-10/2026-08-16,6.477376686890089,6.48,0.090073980104511,0.0252083333333333
DIESEL,AP,2026-08-17/2026-08-23,6.4755778927005565,6.48,0.090073980104511,0.0252083333333333
DIESEL,AP,2026-08-24/2026-08-30,6.473779098511024,6.48,0.090073980104511,0.0252083333333333
DIESEL,BA,2026-08-03/2026-08-09,7.2769508934526685,7.32,0.1030956876914586,0.0935416666666666
DIESEL,BA,2026-08-10/2026-08-16,7.239734105981718,7.32,0.1030956876914586,0.0935416666666666
DIESEL,BA,2026-08-17/2026-08-23,7.201870356173331,7.32,0.1030956876914586,0.0935416666666666
DIESEL,BA,2026-08-24/2026-08-30,7.161668608258376,7.32,0.1030956876914586,0.0935416666666666
DIESEL,CE,2026-08-03/2026-08-09,7.019095259249975,7.035,0.1027283653300217,0.0926041666666666
DIESEL,CE,2026-08-10/2026-08-16,7.00204105178226,7.035,0.1027283653300217,0.0926041666666666
DIESEL,CE,2026-08-17/2026-08-23,6.985178311965141,7.035,0.1027283653300217,0.0926041666666666
DIESEL,CE,2026-08-24/2026-08-30,6.967166105430332,7.035,0.1027283653300217,0.0926041666666666
DIESEL,DF,2026-08-03/2026-08-09,6.96178491819924,6.97,0.0844247610074463,0.0629166666666666
DIESEL,DF,2026-08-10/2026-08-16,6.9529596584601325,6.97,0.0844247610074463,0.0629166666666666
DIESEL,DF,2026-08-17/2026-08-23,6.944100085671062,6.97,0.0844247610074463,0.0629166666666666
DIESEL,DF,2026-08-24/2026-08-30,6.935240512881991,6.97,0.0844247610074463,0.0629166666666666
DIESEL,ES,2026-08-03/2026-08-09,6.702673800399577,6.720000000000001,0.0523635548267059,0.0322916666666666
DIESEL,ES,2026-08-10/2026-08-16,6.683726744863713,6.720000000000001,0.0523635548267059,0.0322916666666666
DIESEL,ES,2026-08-17/2026-08-23,6.66472883038391,6.720000000000001,0.0523635548267059,0.0322916666666666
DIESEL,ES,2026-08-24/2026-08-30,6.65304741726268,6.720000000000001,0.0523635548267059,0.0322916666666666
DIESEL,GO,2026-08-03/2026-08-09,6.235418690231136,6.24,0.0830621807907422,0.0845833333333333
DIESEL,GO,2026-08-10/2026-08-16,6.2308373804622725,6.24,0.0830621807907422,0.0845833333333333
DIESEL,GO,2026-08-17/2026-08-23,6.227043891437252,6.24,0.0830621807907422,0.0845833333333333
DIESEL,GO,2026-08-24/2026-08-30,6.222187982114739,6.24,0.0830621807907422,0.0845833333333333
DIESEL,MA,2026-08-03/2026-08-09,6.85545402551931,6.865,0.0911609255958983,0.0840625
DIESEL,MA,2026-08-10/2026-08-16,6.84590805103862,6.865,0.0911609255958983,0.0840625
DIESEL,MA,2026-08-17/2026-08-23,6.82956535595877,6.865,0.0911609255958983,0.0840625
DIESEL,MA,2026-08-24/2026-08-30,6.813161621902004,6.865,0.0911609255958983,0.0840625
DIESEL,MG,2026-08-03/2026-08-09,6.409149426387336,6.42,0.0637822582155389,0.0597916666666667
DIESEL,MG,2026-08-10/2026-08-16,6.398298852774673,6.42,0.0637822582155389,0.0597916666666667
DIESEL,MG,2026-08-17/2026-08-23,6.3951910270699655,6.42,0.0637822582155389,0.0597916666666667
DIESEL,MG,2026-08-24/2026-08-30,6.392083201365258,6.42,0.0637822582155389,0.0597916666666667
DIESEL,MS,2026-08-03/2026-08-09,6.482502042126832,6.49,0.0907943358542339,0.0860416666666665
DIESEL,MS,2026-08-10/2026-08-16,6.47531245338462,6.49,0.0907943358542339,0.0860416666666665
DIESEL,MS,2026-08-17/2026-08-23,6.469403757113038,6.49,0.0907943358542339,0.0860416666666665
DIESEL,MS,2026-08-24/2026-08-30,6.463495060841455,6.49,0.0907943358542339,0.0860416666666665
DIESEL,MT,2026-08-03/2026-08-09,6.7674695565048655,6.79,0.0711656411804764,0.0624999999999999
DIESEL,MT,2026-08-10/2026-08-16,6.755133619858259,6.79,0.0711656411804764,0.0624999999999999
DIESEL,MT,2026-08-17/2026-08-23,6.741130930741328,6.79,0.0711656411804764,0.0624999999999999
DIESEL,MT,2026-08-24/2026-08-30,6.728119858705103,6.79,0.0711656411804764,0.0624999999999999
DIESEL,PA,2026-08-03/2026-08-09,7.080873930031117,7.09,0.1104244785743187,0.0997916666666666
DIESEL,PA,2026-08-10/2026-08-16,7.070335537359812,7.09,0.1104244785743187,0.0997916666666666
DIESEL,PA,2026-08-17/2026-08-23,7.0595311665825555,7.09,0.1104244785743187,0.0997916666666666
DIESEL,PA,2026-08-24/2026-08-30,7.052292886509782,7.09,0.1104244785743187,0.0997916666666666
DIESEL,PB,2026-08-03/2026-08-09,6.8554879032268605,6.87,0.0722352133588362,0.0630208333333333
DIESEL,PB,2026-08-10/2026-08-16,6.840975806453721,6.87,0.0722352133588362,0.0630208333333333
DIESEL,PB,2026-08-17/2026-08-23,6.8272115593838825,6.87,0.0722352133588362,0.0630208333333333
DIESEL,PB,2026-08-24/2026-08-30,6.812352763806011,6.87,0.0722352133588362,0.0630208333333333
DIESEL,PE,2026-08-03/2026-08-09,7.352003310621549,7.39,0.1260430591351349,0.10625
DIESEL,PE,2026-08-10/2026-08-16,7.313562545977553,7.39,0.1260430591351349,0.10625
DIESEL,PE,2026-08-17/2026-08-23,7.275957218538466,7.39,0.1260430591351349,0.10625
DIESEL,PE,2026-08-24/2026-08-30,7.237516453894471,7.39,0.1260430591351349,0.10625
DIESEL,PI,2026-08-03/2026-08-09,6.973137260182881,6.99,0.092908796501056,0.0785416666666666
DIESEL,PI,2026-08-10/2026-08-16,6.956274520365762,6.99,0.092908796501056,0.0785416666666666
DIESEL,PI,2026-08-17/2026-08-23,6.939411780548642,6.99,0.092908796501056,0.0785416666666666
DIESEL,PI,2026-08-24/2026-08-30,6.922549040731523,6.99,0.092908796501056,0.0785416666666666
DIESEL,PR,2026-08-03/2026-08-09,6.185254603022153,6.19,0.0691400551407935,0.0701041666666667
DIESEL,PR,2026-08-10/2026-08-16,6.180509206044305,6.19,0.0691400551407935,0.0701041666666667
DIESEL,PR,2026-08-17/2026-08-23,6.175078145746145,6.19,0.0691400551407935,0.0701041666666667
DIESEL,PR,2026-08-24/2026-08-30,6.17123634704957,6.19,0.0691400551407935,0.0701041666666667
DIESEL,RJ,2026-08-03/2026-08-09,6.878965242646769,6.89,0.0848507062379467,0.0691666666666667
DIESEL,RJ,2026-08-10/2026-08-16,6.868338632109953,6.89,0.0848507062379467,0.0691666666666667
DIESEL,RJ,2026-08-17/2026-08-23,6.857712021573137,6.89,0.0848507062379467,0.0691666666666667
DIESEL,RJ,2026-08-24/2026-08-30,6.847085411036321,6.89,0.0848507062379467,0.0691666666666667
DIESEL,RN,2026-08-03/2026-08-09,7.107330229250147,7.12,0.1116272264932956,0.0968749999999999
DIESEL,RN,2026-08-10/2026-08-16,7.090284197250226,7.12,0.1116272264932956,0.0968749999999999
DIESEL,RN,2026-08-17/2026-08-23,7.073238165250306,7.12,0.1116272264932956,0.0968749999999999
DIESEL,RN,2026-08-24/2026-08-30,7.056192133250385,7.12,0.1116272264932956,0.0968749999999999
DIESEL,RO,2026-08-03/2026-08-09,7.210912719186606,7.25,0.060602233884967,0.044375
DIESEL,RO,2026-08-10/2026-08-16,7.171825438373212,7.25,0.060602233884967,0.044375
DIESEL,RO,2026-08-17/2026-08-23,7.138229303313116,7.25,0.060602233884967,0.044375
DIESEL,RO,2026-08-24/2026-08-30,7.127083295892438,7.25,0.060602233884967,0.044375
DIESEL,RR,2026-08-03/2026-08-09,7.36702413800195,7.4,0.0693655445677157,0.0393749999999999
DIESEL,RR,2026-08-10/2026-08-16,7.3340482760039,7.4,0.0693655445677157,0.0393749999999999
DIESEL,RR,2026-08-17/2026-08-23,7.3015164892713935,7.4,0.0693655445677157,0.0393749999999999
DIESEL,RR,2026-08-24/2026-08-30,7.268984702538887,7.4,0.0693655445677157,0.0393749999999999
DIESEL,RS,2026-08-03/2026-08-09,6.380181656785428,6.38,0.0570393268406941,0.0602083333333333
DIESEL,RS,2026-08-10/2026-08-16,6.375005117866247,6.38,0.0570393268406941,0.0602083333333333
DIESEL,RS,2026-08-17/2026-08-23,6.371109471417696,6.38,0.0570393268406941,0.0602083333333333
DIESEL,RS,2026-08-24/2026-08-30,6.366528161648832,6.38,0.0570393268406941,0.0602083333333333
DIESEL,SC,2026-08-03/2026-08-09,6.57923547995363,6.59,0.0789447580235119,0.0787499999999999
DIESEL,SC,2026-08-10/2026-08-16,6.568470959907261,6.59,0.0789447580235119,0.0787499999999999
DIESEL,SC,2026-08-17/2026-08-23,6.557326152352478,6.59,0.0789447580235119,0.0787499999999999
DIESEL,SC,2026-08-24/2026-08-30,6.546181344797695,6.59,0.0789447580235119,0.0787499999999999
DIESEL,SE,2026-08-03/2026-08-09,6.664261248875892,6.69,0.1075804428534409,0.0956249999999999
DIESEL,SE,2026-08-10/2026-08-16,6.652425610111061,6.69,0.1075804428534409,0.0956249999999999
DIESEL,SE,2026-08-17/2026-08-23,6.64058997134623,6.69,0.1075804428534409,0.0956249999999999
DIESEL,SE,2026-08-24/2026-08-30,6.6287543325814,6.69,0.1075804428534409,0.0956249999999999
DIESEL,SP,2026-08-03/2026-08-09,6.47961828361463,6.49,0.0589435805881804,0.0574999999999999
DIESEL,SP,2026-08-10/2026-08-16,6.4692365672292595,6.49,0.0589435805881804,0.0574999999999999
DIESEL,SP,2026-08-17/2026-08-23,6.459163219974845,6.49,0.0589435805881804,0.0574999999999999
DIESEL,SP,2026-08-24/2026-08-30,6.44908987272043,6.49,0.0589435805881804,0.0574999999999999
DIESEL,TO,2026-08-03/2026-08-09,6.663909236005371,6.69,0.1210564905856613,0.1133333333333332
DIESEL,TO,2026-08-10/2026-08-16,6.65228263283414,6.69,0.1210564905856613,0.1133333333333332
DIESEL,TO,2026-08-17/2026-08-23,6.638926872946531,6.69,0.1210564905856613,0.1133333333333332
DIESEL,TO,2026-08-24/2026-08-30,6.625951400567335,6.69,0.1210564905856613,0.1133333333333332
